"동별(1)",동별(2),동별(3),2021,2021,2021,2021,2021,2021,2021,2021,2021
"동별(1)",동별(2),동별(3),합계,한국국적을 가지지 않은 자,한국국적을 가지지 않은 자,한국국적을 가지지 않은 자,한국국적을 가지지 않은 자,한국국적을 가지지 않은 자,한국국적을 가지지 않은 자,한국국적을 취득한 자,외국인주민 자녀(출생)
"동별(1)",동별(2),동별(3),소계,소계,외국인근로자,결혼이민자,유학생,외국국적동포,기타외국인,소계,소계
"합계",관악구,소계,27467,22514,3597,1584,2917,7992,6424,3343,1610
"합계",관악구,보라매동,1018,788,143,67,25,346,207,147,83
"합계",관악구,청림동,246,169,17,38,19,38,57,29,48
"합계",관악구,행운동,935,781,103,71,120,271,216,98,56
"합계",관악구,낙성대동,2051,1952,252,55,829,203,613,57,42
"합계",관악구,중앙동,752,629,127,34,81,236,151,82,41
"합계",관악구,인헌동,610,478,60,63,62,143,150,62,70
"합계",관악구,남현동,434,341,59,50,31,117,84,57,36
"합계",관악구,서원동,1253,1036,147,97,132,345,315,144,73
"합계",관악구,신원동,1890,1583,260,85,78,759,401,241,66
"합계",관악구,서림동,1054,879,77,52,376,149,225,91,84
"합계",관악구,신사동,4872,4087,735,207,76,1853,1216,643,142
"합계",관악구,신림동,1242,1108,236,51,151,384,286,105,29
"합계",관악구,난향동,335,192,12,43,*,74,62,62,81
"합계",관악구,조원동,3058,2586,544,128,55,1189,670,386,86
"합계",관악구,대학동,1177,1097,104,37,530,113,313,43,37
"합계",관악구,은천동,1069,791,109,79,41,297,265,185,93
"합계",관악구,성현동,525,291,17,80,11,74,109,119,115
"합계",관악구,청룡동,2077,1786,330,103,256,629,468,208,83
"합계",관악구,난곡동,1084,733,92,99,14,279,249,207,144
"합계",관악구,삼성동,431,247,44,41,8,84,70,100,84
"합계",관악구,미성동,1354,960,129,104,21,409,297,277,117
"합계",서초구,소계,9139,7152,975,1104,341,2165,2567,519,1468
"합계",서초구,서초1동,435,357,67,49,36,127,78,21,57
"합계",서초구,서초2동,706,617,88,71,74,195,189,18,71
"합계",서초구,서초3동,733,612,140,82,44,205,141,36,85
"합계",서초구,서초4동,629,490,74,73,11,148,184,25,114
"합계",서초구,잠원동,501,377,77,66,18,147,69,25,99
"합계",서초구,반포본동,61,50,*,8,*,25,17,*,10
"합계",서초구,반포1동,833,668,144,85,44,213,182,60,105
"합계",서초구,반포2동,456,335,*,48,*,95,188,12,109
"합계",서초구,반포3동,225,160,5,46,*,90,19,10,55
"합계",서초구,반포4동,1032,910,83,79,*,129,618,12,110
"합계",서초구,방배본동,466,357,33,62,10,111,141,24,85
"합계",서초구,방배1동,341,267,22,54,28,89,74,21,53
"합계",서초구,방배2동,330,221,36,44,5,66,70,50,59
"합계",서초구,방배3동,270,216,21,41,6,90,58,7,47
